"asset_id","risk_level","probability"
"AST038203","HIGH","0.5744"
"AST009576","HIGH","0.5744"
"AST028869","HIGH","0.5744"
"AST005502","HIGH","0.5744"
"AST021023","HIGH","0.5744"
"AST037560","HIGH","0.5744"
"AST037923","HIGH","0.5744"
"AST016217","HIGH","0.5744"
"AST012827","HIGH","0.5744"
"AST017247","HIGH","0.5744"
"AST037012","HIGH","0.5744"
"AST007491","HIGH","0.5744"
"AST023694","HIGH","0.5744"
"AST039926","HIGH","0.5744"
"AST035661","HIGH","0.5744"
"AST028375","HIGH","0.5744"
"AST002307","HIGH","0.5744"
"AST022449","HIGH","0.5744"
"AST004899","HIGH","0.5744"
"AST037605","HIGH","0.5744"
"AST028115","HIGH","0.5744"
"AST038457","HIGH","0.5744"
"AST035634","HIGH","0.5743"
"AST004740","HIGH","0.5743"
"AST022019","HIGH","0.5743"
"AST029176","HIGH","0.5743"
"AST000352","HIGH","0.5743"
"AST028136","HIGH","0.5743"
"AST003723","HIGH","0.5743"
"AST031981","HIGH","0.5743"
"AST033138","HIGH","0.5743"
"AST023763","HIGH","0.5743"
"AST022990","HIGH","0.5743"
"AST036608","HIGH","0.5743"
"AST011733","HIGH","0.5743"
"AST029201","HIGH","0.5743"
"AST039719","HIGH","0.5743"
"AST038499","HIGH","0.5743"
"AST039525","HIGH","0.5743"
"AST035684","HIGH","0.5743"
"AST016780","HIGH","0.5743"
"AST040865","HIGH","0.5743"
"AST006872","HIGH","0.5743"
"AST038799","HIGH","0.5743"
"AST038548","HIGH","0.5743"
"AST008113","HIGH","0.5742"
"AST038079","HIGH","0.5742"
"AST007875","HIGH","0.5742"
"AST035181","HIGH","0.5742"
"AST008506","HIGH","0.5742"
"AST016862","HIGH","0.5742"
"AST041190","HIGH","0.5742"
"AST028501","HIGH","0.5742"
"AST017353","HIGH","0.5742"
"AST008254","HIGH","0.5742"
"AST037392","HIGH","0.5742"
"AST008556","HIGH","0.5742"
"AST037058","HIGH","0.5742"
"AST031061","HIGH","0.5742"
"AST031609","HIGH","0.5742"
"AST040931","HIGH","0.5742"
"AST016274","HIGH","0.5742"
"AST023122","HIGH","0.5741"
"AST024971","HIGH","0.5741"
"AST039150","HIGH","0.5741"
"AST013006","HIGH","0.5741"
"AST013044","HIGH","0.5741"
"AST016746","HIGH","0.5741"
"AST017054","HIGH","0.5741"
"AST019365","HIGH","0.5741"
"AST038061","HIGH","0.5741"
"AST019162","HIGH","0.5741"
"AST016308","HIGH","0.574"
"AST028978","HIGH","0.574"
"AST021631","HIGH","0.574"
"AST006444","HIGH","0.574"
"AST008248","HIGH","0.574"
"AST024490","HIGH","0.574"
"AST039302","HIGH","0.574"
"AST030688","HIGH","0.574"
"AST011719","HIGH","0.574"
"AST023154","HIGH","0.574"
"AST027960","HIGH","0.574"
"AST003009","HIGH","0.574"
"AST037712","HIGH","0.5739"
"AST034682","HIGH","0.5739"
"AST010481","HIGH","0.5739"
"AST026768","HIGH","0.5739"
"AST004828","HIGH","0.5739"
"AST011782","HIGH","0.5739"
"AST036994","HIGH","0.5739"
"AST022347","HIGH","0.5739"
"AST037216","HIGH","0.5739"
"AST026156","HIGH","0.5739"
"AST028453","HIGH","0.5739"
"AST030334","HIGH","0.5739"
"AST032708","HIGH","0.5739"
"AST002484","HIGH","0.5739"
"AST041354","HIGH","0.5739"
"AST034535","HIGH","0.5739"
"AST015245","HIGH","0.5739"
"AST037510","HIGH","0.5739"
"AST032968","HIGH","0.5739"
"AST020029","HIGH","0.5739"
"AST015872","HIGH","0.5738"
"AST040106","HIGH","0.5738"
"AST026215","HIGH","0.5738"
"AST027926","HIGH","0.5738"
"AST031153","HIGH","0.5738"
"AST028279","HIGH","0.5738"
"AST013004","HIGH","0.5738"
"AST023790","HIGH","0.5738"
"AST007905","HIGH","0.5738"
"AST016490","HIGH","0.5738"
"AST036528","HIGH","0.5738"
"AST009989","HIGH","0.5738"
"AST006680","HIGH","0.5738"
"AST029681","HIGH","0.5738"
"AST036118","HIGH","0.5738"
"AST019955","HIGH","0.5738"
"AST028003","HIGH","0.5738"
"AST037828","HIGH","0.5738"
"AST015056","HIGH","0.5737"
"AST031243","HIGH","0.5737"
"AST030801","HIGH","0.5737"
"AST024520","HIGH","0.5737"
"AST022098","HIGH","0.5737"
"AST001060","HIGH","0.5737"
"AST001048","HIGH","0.5737"
"AST036206","HIGH","0.5737"
"AST014616","HIGH","0.5737"
"AST014747","HIGH","0.5737"
"AST010722","HIGH","0.5737"
"AST007475","HIGH","0.5737"
"AST041075","HIGH","0.5737"
"AST025004","HIGH","0.5737"
"AST013225","HIGH","0.5737"
"AST040166","HIGH","0.5737"
"AST000797","HIGH","0.5737"
"AST017589","HIGH","0.5737"
"AST028176","HIGH","0.5737"
"AST032140","HIGH","0.5737"
"AST017127","HIGH","0.5737"
"AST005063","HIGH","0.5737"
"AST036160","HIGH","0.5737"
"AST004650","HIGH","0.5737"
"AST023627","HIGH","0.5737"
"AST000523","HIGH","0.5736"
"AST001466","HIGH","0.5736"
"AST026434","HIGH","0.5736"
"AST032027","HIGH","0.5736"
"AST014407","HIGH","0.5736"
"AST041050","HIGH","0.5736"
"AST031076","HIGH","0.5736"
"AST010902","HIGH","0.5736"
"AST009320","HIGH","0.5736"
"AST041353","HIGH","0.5736"
"AST016712","HIGH","0.5736"
"AST014262","HIGH","0.5736"
"AST017421","HIGH","0.5736"
"AST023287","HIGH","0.5736"
"AST033373","HIGH","0.5736"
"AST035279","HIGH","0.5736"
"AST027935","HIGH","0.5736"
"AST020986","HIGH","0.5736"
"AST037029","HIGH","0.5736"
"AST026671","HIGH","0.5736"
"AST009265","HIGH","0.5736"
"AST016188","HIGH","0.5735"
"AST002415","HIGH","0.5735"
"AST033890","HIGH","0.5735"
"AST037071","HIGH","0.5735"
"AST032137","HIGH","0.5735"
"AST024030","HIGH","0.5735"
"AST041488","HIGH","0.5735"
"AST028628","HIGH","0.5735"
"AST024367","HIGH","0.5735"
"AST008514","HIGH","0.5735"
"AST027842","HIGH","0.5735"
"AST027663","HIGH","0.5734"
"AST003217","HIGH","0.5734"
"AST032402","HIGH","0.5734"
"AST031847","HIGH","0.5734"
"AST036955","HIGH","0.5734"
"AST037804","HIGH","0.5734"
"AST022913","HIGH","0.5734"
"AST006967","HIGH","0.5734"
"AST009750","HIGH","0.5734"
"AST018751","HIGH","0.5734"
"AST024508","HIGH","0.5734"
"AST009279","HIGH","0.5734"
"AST031957","HIGH","0.5734"
"AST008573","HIGH","0.5734"
"AST036603","HIGH","0.5734"
"AST023195","HIGH","0.5734"
"AST004555","HIGH","0.5734"
"AST003951","HIGH","0.5733"
"AST022559","HIGH","0.5733"
"AST008447","HIGH","0.5733"
"AST003650","HIGH","0.5733"
"AST040880","HIGH","0.5733"
"AST000533","HIGH","0.5733"
"AST037035","HIGH","0.5733"
"AST013875","HIGH","0.5733"
"AST027164","HIGH","0.5733"
"AST031683","HIGH","0.5733"
"AST011228","HIGH","0.5733"
"AST009702","HIGH","0.5733"
"AST031089","HIGH","0.5733"
"AST026284","HIGH","0.5733"
"AST025108","HIGH","0.5733"
"AST024564","HIGH","0.5733"
"AST026348","HIGH","0.5733"
"AST023084","HIGH","0.5733"
"AST019357","HIGH","0.5733"
"AST035852","HIGH","0.5733"
"AST004298","HIGH","0.5733"
"AST027262","HIGH","0.5733"
"AST011702","HIGH","0.5733"
"AST001188","HIGH","0.5732"
"AST033613","HIGH","0.5732"
"AST018712","HIGH","0.5732"
"AST010540","HIGH","0.5732"
"AST031239","HIGH","0.5732"
"AST036053","HIGH","0.5732"
"AST037005","HIGH","0.5732"
"AST030518","HIGH","0.5732"
"AST028194","HIGH","0.5732"
"AST007927","HIGH","0.5732"
"AST002724","HIGH","0.5732"
"AST033548","HIGH","0.5732"
"AST031270","HIGH","0.5732"
"AST004877","HIGH","0.5732"
"AST002771","HIGH","0.5732"
"AST020186","HIGH","0.5732"
"AST038145","HIGH","0.5731"
"AST002903","HIGH","0.5731"
"AST026102","HIGH","0.5731"
"AST017913","HIGH","0.5731"
"AST013121","HIGH","0.5731"
"AST037724","HIGH","0.5731"
"AST041395","HIGH","0.5731"
"AST020971","HIGH","0.5731"
"AST016684","HIGH","0.5731"
"AST024723","HIGH","0.5731"
"AST026382","HIGH","0.5731"
"AST026367","HIGH","0.5731"
"AST029856","HIGH","0.5731"
"AST025220","HIGH","0.5731"
"AST029997","HIGH","0.5731"
"AST034402","HIGH","0.5731"
"AST016470","HIGH","0.5731"
"AST033359","HIGH","0.5731"
"AST028773","HIGH","0.5731"
"AST003056","HIGH","0.5731"
"AST014192","HIGH","0.573"
"AST007945","HIGH","0.573"
"AST004259","HIGH","0.573"
"AST038996","HIGH","0.573"
"AST039087","HIGH","0.573"
"AST039754","HIGH","0.573"
"AST024436","HIGH","0.573"
"AST021973","HIGH","0.573"
"AST015566","HIGH","0.573"
"AST020181","HIGH","0.573"
"AST015543","HIGH","0.573"
"AST034597","HIGH","0.573"
"AST041375","HIGH","0.5729"
"AST026529","HIGH","0.5729"
"AST022143","HIGH","0.5729"
"AST017302","HIGH","0.5729"
"AST031133","HIGH","0.5729"
"AST017577","HIGH","0.5729"
"AST016669","HIGH","0.5729"
"AST032563","HIGH","0.5729"
"AST003609","HIGH","0.5729"
"AST018292","HIGH","0.5729"
"AST036307","HIGH","0.5729"
"AST017208","HIGH","0.5729"
"AST000388","HIGH","0.5729"
"AST009892","HIGH","0.5729"
"AST004873","HIGH","0.5729"
"AST033416","HIGH","0.5729"
"AST026962","HIGH","0.5729"
"AST014735","HIGH","0.5729"
"AST037800","HIGH","0.5729"
"AST037413","HIGH","0.5729"
"AST016195","HIGH","0.5729"
"AST028737","HIGH","0.5729"
"AST029205","HIGH","0.5729"
"AST039109","HIGH","0.5729"
"AST039923","HIGH","0.5729"
"AST036304","HIGH","0.5728"
"AST041011","HIGH","0.5728"
"AST012433","HIGH","0.5728"
"AST028438","HIGH","0.5728"
"AST014360","HIGH","0.5728"
"AST014792","HIGH","0.5728"
"AST021864","HIGH","0.5728"
"AST031028","HIGH","0.5728"
"AST022229","HIGH","0.5728"
"AST015948","HIGH","0.5728"
"AST036495","HIGH","0.5728"
"AST018610","HIGH","0.5728"
"AST035935","HIGH","0.5728"
"AST015637","HIGH","0.5728"
"AST007932","HIGH","0.5728"
"AST038798","HIGH","0.5727"
"AST007596","HIGH","0.5727"
"AST034059","HIGH","0.5727"
"AST024493","HIGH","0.5727"
"AST025294","HIGH","0.5727"
"AST023511","HIGH","0.5727"
"AST018300","HIGH","0.5727"
"AST034032","HIGH","0.5727"
"AST010705","HIGH","0.5727"
"AST009224","HIGH","0.5727"
"AST033785","HIGH","0.5727"
"AST005713","HIGH","0.5727"
"AST029957","HIGH","0.5727"
"AST033481","HIGH","0.5727"
"AST022858","HIGH","0.5727"
"AST033936","HIGH","0.5727"
"AST025360","HIGH","0.5727"
"AST025324","HIGH","0.5727"
"AST018488","HIGH","0.5727"
"AST019910","HIGH","0.5727"
"AST017182","HIGH","0.5726"
"AST037918","HIGH","0.5726"
"AST024375","HIGH","0.5726"
"AST026163","HIGH","0.5726"
"AST039839","HIGH","0.5726"
"AST040698","HIGH","0.5726"
"AST009609","HIGH","0.5726"
"AST040795","HIGH","0.5726"
"AST024186","HIGH","0.5726"
"AST025487","HIGH","0.5726"
"AST011611","HIGH","0.5726"
"AST028492","HIGH","0.5726"
"AST007231","HIGH","0.5726"
"AST022091","HIGH","0.5726"
"AST004874","HIGH","0.5726"
"AST030976","HIGH","0.5726"
"AST038025","HIGH","0.5726"
"AST032480","HIGH","0.5726"
"AST020370","HIGH","0.5726"
"AST002531","HIGH","0.5726"
"AST006538","HIGH","0.5726"
"AST007587","HIGH","0.5726"
"AST025402","HIGH","0.5726"
"AST013833","HIGH","0.5726"
"AST038615","HIGH","0.5726"
"AST002282","HIGH","0.5726"
"AST019667","HIGH","0.5726"
"AST019829","HIGH","0.5725"
"AST028577","HIGH","0.5725"
"AST007543","HIGH","0.5725"
"AST001129","HIGH","0.5725"
"AST032617","HIGH","0.5725"
"AST035507","HIGH","0.5725"
"AST018090","HIGH","0.5725"
"AST036769","HIGH","0.5725"
"AST017053","HIGH","0.5725"
"AST024516","HIGH","0.5725"
"AST014904","HIGH","0.5725"
"AST022546","HIGH","0.5725"
"AST024278","HIGH","0.5725"
"AST037438","HIGH","0.5725"
"AST038630","HIGH","0.5725"
"AST013826","HIGH","0.5725"
"AST027239","HIGH","0.5725"
"AST030211","HIGH","0.5725"
"AST031876","HIGH","0.5725"
"AST031185","HIGH","0.5725"
"AST029473","HIGH","0.5725"
"AST026433","HIGH","0.5724"
"AST016226","HIGH","0.5724"
"AST029276","HIGH","0.5724"
"AST029933","HIGH","0.5724"
"AST029944","HIGH","0.5724"
"AST022583","HIGH","0.5724"
"AST039943","HIGH","0.5724"
"AST003962","HIGH","0.5724"
"AST033212","HIGH","0.5724"
"AST037977","HIGH","0.5724"
"AST033298","HIGH","0.5724"
"AST029225","HIGH","0.5724"
"AST032087","HIGH","0.5724"
"AST024840","HIGH","0.5724"
"AST012522","HIGH","0.5724"
"AST041114","HIGH","0.5724"
"AST017074","HIGH","0.5724"
"AST036658","HIGH","0.5724"
"AST029076","HIGH","0.5724"
"AST012053","HIGH","0.5724"
"AST009100","HIGH","0.5724"
"AST011394","HIGH","0.5724"
"AST032541","HIGH","0.5724"
"AST013001","HIGH","0.5724"
"AST016737","HIGH","0.5724"
"AST030810","HIGH","0.5724"
"AST024500","HIGH","0.5724"
"AST017515","HIGH","0.5723"
"AST040608","HIGH","0.5723"
"AST040610","HIGH","0.5723"
"AST039271","HIGH","0.5723"
"AST034785","HIGH","0.5723"
"AST014177","HIGH","0.5723"
"AST017200","HIGH","0.5723"
"AST016840","HIGH","0.5723"
"AST015797","HIGH","0.5723"
"AST039064","HIGH","0.5723"
"AST019921","HIGH","0.5723"
"AST040388","HIGH","0.5723"
"AST016647","HIGH","0.5723"
"AST000411","HIGH","0.5723"
"AST037914","HIGH","0.5723"
"AST029461","HIGH","0.5723"
"AST003543","HIGH","0.5723"
"AST006563","HIGH","0.5723"
"AST003349","HIGH","0.5722"
"AST034948","HIGH","0.5722"
"AST017605","HIGH","0.5722"
"AST041407","HIGH","0.5722"
"AST024156","HIGH","0.5722"
"AST024877","HIGH","0.5722"
"AST037077","HIGH","0.5722"
"AST038093","HIGH","0.5722"
"AST015683","HIGH","0.5722"
"AST016776","HIGH","0.5722"
"AST028384","HIGH","0.5722"
"AST007178","HIGH","0.5722"
"AST022622","HIGH","0.5722"
"AST005217","HIGH","0.5722"
"AST039010","HIGH","0.5722"
"AST009593","HIGH","0.5722"
"AST010017","HIGH","0.5722"
"AST038455","HIGH","0.5722"
"AST027543","HIGH","0.5722"
"AST008964","HIGH","0.5722"
"AST019849","HIGH","0.5722"
"AST000646","HIGH","0.5722"
"AST029234","HIGH","0.5722"
"AST038451","HIGH","0.5722"
"AST024486","HIGH","0.5722"
"AST037343","HIGH","0.5722"
"AST012740","HIGH","0.5722"
"AST025873","HIGH","0.5722"
"AST028296","HIGH","0.5722"
"AST005438","HIGH","0.5721"
"AST038997","HIGH","0.5721"
"AST008225","HIGH","0.5721"
"AST036968","HIGH","0.5721"
"AST006710","HIGH","0.5721"
"AST011835","HIGH","0.5721"
"AST036029","HIGH","0.5721"
"AST006531","HIGH","0.5721"
"AST006776","HIGH","0.5721"
"AST032264","HIGH","0.5721"
"AST016004","HIGH","0.5721"
"AST038395","HIGH","0.5721"
"AST022988","HIGH","0.5721"
"AST013969","HIGH","0.5721"
"AST032242","HIGH","0.5721"
"AST017037","HIGH","0.5721"
"AST031400","HIGH","0.5721"
"AST034544","HIGH","0.5721"
"AST031103","HIGH","0.572"
"AST035077","HIGH","0.572"
"AST034897","HIGH","0.572"
"AST016165","HIGH","0.572"
"AST026904","HIGH","0.572"
"AST037300","HIGH","0.572"
"AST005590","HIGH","0.572"
"AST040740","HIGH","0.572"
"AST004109","HIGH","0.572"
"AST031540","HIGH","0.572"
"AST016759","HIGH","0.572"
"AST036436","HIGH","0.572"
"AST019138","HIGH","0.572"
"AST025904","HIGH","0.572"
"AST030097","HIGH","0.572"
"AST009346","HIGH","0.572"
"AST036767","HIGH","0.572"
"AST015774","HIGH","0.572"
"AST018363","HIGH","0.572"
"AST031409","HIGH","0.572"
"AST028605","HIGH","0.572"
"AST020615","HIGH","0.572"
"AST005042","HIGH","0.572"
"AST020943","HIGH","0.572"
"AST038563","HIGH","0.572"
"AST003040","HIGH","0.572"
"AST032575","HIGH","0.5719"
"AST025342","HIGH","0.5719"
"AST010504","HIGH","0.5719"
"AST018697","HIGH","0.5719"
"AST012214","HIGH","0.5719"
"AST024453","HIGH","0.5719"
"AST008436","HIGH","0.5719"
"AST019277","HIGH","0.5719"
"AST005412","HIGH","0.5719"
"AST004618","HIGH","0.5719"
"AST037937","HIGH","0.5719"
"AST015081","HIGH","0.5719"
"AST031397","HIGH","0.5719"
"AST036098","HIGH","0.5719"
"AST025890","HIGH","0.5719"
"AST022167","HIGH","0.5719"
"AST027948","HIGH","0.5719"
"AST006169","HIGH","0.5718"
"AST027975","HIGH","0.5718"
"AST022423","HIGH","0.5718"
"AST034518","HIGH","0.5718"
"AST002880","HIGH","0.5718"
"AST022920","HIGH","0.5718"
"AST004827","HIGH","0.5718"
"AST016386","HIGH","0.5718"
"AST029109","HIGH","0.5718"
"AST036269","HIGH","0.5718"
"AST034704","HIGH","0.5718"
"AST039401","HIGH","0.5718"
"AST020688","HIGH","0.5718"
"AST026777","HIGH","0.5718"
"AST018313","HIGH","0.5718"
"AST001790","HIGH","0.5718"
"AST010303","HIGH","0.5718"
"AST018404","HIGH","0.5718"
"AST030547","HIGH","0.5718"
"AST023036","HIGH","0.5718"
"AST037838","HIGH","0.5718"
"AST037851","HIGH","0.5718"
"AST024379","HIGH","0.5718"
"AST034208","HIGH","0.5718"
"AST035228","HIGH","0.5718"
"AST024528","HIGH","0.5718"
"AST027106","HIGH","0.5717"
"AST013554","HIGH","0.5717"
"AST039776","HIGH","0.5717"
"AST013015","HIGH","0.5717"
"AST020144","HIGH","0.5717"
"AST024862","HIGH","0.5717"
"AST020285","HIGH","0.5717"
"AST031938","HIGH","0.5717"
"AST028529","HIGH","0.5717"
"AST008977","HIGH","0.5717"
"AST021452","HIGH","0.5717"
"AST007892","HIGH","0.5717"
"AST012968","HIGH","0.5717"
"AST037747","HIGH","0.5717"
"AST003408","HIGH","0.5717"
"AST012722","HIGH","0.5717"
"AST030875","HIGH","0.5717"
"AST034115","HIGH","0.5717"
"AST006033","HIGH","0.5717"
"AST006463","HIGH","0.5717"
"AST001545","HIGH","0.5716"
"AST036522","HIGH","0.5716"
"AST009810","HIGH","0.5716"
"AST003341","HIGH","0.5716"
"AST036595","HIGH","0.5716"
"AST003814","HIGH","0.5716"
"AST038164","HIGH","0.5716"
"AST001759","HIGH","0.5716"
"AST029964","HIGH","0.5716"
"AST017234","HIGH","0.5716"
"AST030975","HIGH","0.5716"
"AST027639","HIGH","0.5716"
"AST018255","HIGH","0.5716"
"AST023472","HIGH","0.5716"
"AST004359","HIGH","0.5716"
"AST014658","HIGH","0.5716"
"AST015617","HIGH","0.5716"
"AST014757","HIGH","0.5715"
"AST036426","HIGH","0.5715"
"AST027574","HIGH","0.5715"
"AST022365","HIGH","0.5715"
"AST022381","HIGH","0.5715"
"AST024517","HIGH","0.5715"
"AST030865","HIGH","0.5715"
"AST021000","HIGH","0.5715"
"AST036783","HIGH","0.5715"
"AST002052","HIGH","0.5715"
"AST022544","HIGH","0.5715"
"AST028153","HIGH","0.5715"
"AST037962","HIGH","0.5715"
"AST017586","HIGH","0.5715"
"AST036327","HIGH","0.5715"
"AST005393","HIGH","0.5715"
"AST035982","HIGH","0.5715"
"AST003032","HIGH","0.5715"
"AST037994","HIGH","0.5715"
"AST015395","HIGH","0.5715"
"AST009305","HIGH","0.5715"
"AST028491","HIGH","0.5715"
"AST036766","HIGH","0.5715"
"AST031737","HIGH","0.5715"
"AST037793","HIGH","0.5715"
"AST024473","HIGH","0.5715"
"AST024213","HIGH","0.5715"
"AST017688","HIGH","0.5715"
"AST019822","HIGH","0.5715"
"AST015885","HIGH","0.5715"
"AST038587","HIGH","0.5715"
"AST012591","HIGH","0.5715"
"AST041357","HIGH","0.5715"
"AST023813","HIGH","0.5715"
"AST021674","HIGH","0.5714"
"AST037331","HIGH","0.5714"
"AST030884","HIGH","0.5714"
"AST020686","HIGH","0.5714"
"AST025357","HIGH","0.5714"
"AST012664","HIGH","0.5714"
"AST020152","HIGH","0.5714"
"AST022888","HIGH","0.5714"
"AST038352","HIGH","0.5714"
"AST040857","HIGH","0.5714"
"AST028070","HIGH","0.5714"
"AST021636","HIGH","0.5714"
"AST020978","HIGH","0.5714"
"AST033641","HIGH","0.5714"
"AST037335","HIGH","0.5714"
"AST033329","HIGH","0.5714"
"AST039162","HIGH","0.5714"
"AST011028","HIGH","0.5714"
"AST037445","HIGH","0.5714"
"AST008224","HIGH","0.5714"
"AST028257","HIGH","0.5714"
"AST013722","HIGH","0.5714"
"AST024423","HIGH","0.5714"
"AST011756","HIGH","0.5714"
"AST038745","HIGH","0.5714"
"AST010004","HIGH","0.5714"
"AST000789","HIGH","0.5714"
"AST004768","HIGH","0.5714"
"AST032505","HIGH","0.5713"
"AST002149","HIGH","0.5713"
"AST035251","HIGH","0.5713"
"AST032605","HIGH","0.5713"
"AST011495","HIGH","0.5713"
"AST027970","HIGH","0.5713"
"AST033478","HIGH","0.5713"
"AST023291","HIGH","0.5713"
"AST023401","HIGH","0.5713"
"AST041416","HIGH","0.5713"
"AST034657","HIGH","0.5713"
"AST015024","HIGH","0.5713"
"AST000075","HIGH","0.5713"
"AST018923","HIGH","0.5713"
"AST002574","HIGH","0.5713"
"AST038589","HIGH","0.5713"
"AST039023","HIGH","0.5713"
"AST033871","HIGH","0.5713"
"AST027178","HIGH","0.5713"
"AST008473","HIGH","0.5713"
"AST027856","HIGH","0.5713"
"AST037684","HIGH","0.5712"
"AST000145","HIGH","0.5712"
"AST022249","HIGH","0.5712"
"AST004078","HIGH","0.5712"
"AST030468","HIGH","0.5712"
"AST035596","HIGH","0.5712"
"AST017427","HIGH","0.5712"
"AST020039","HIGH","0.5712"
"AST013506","HIGH","0.5712"
"AST006625","HIGH","0.5712"
"AST004391","HIGH","0.5712"
"AST040520","HIGH","0.5712"
"AST037166","HIGH","0.5712"
"AST039169","HIGH","0.5712"
"AST000637","HIGH","0.5712"
"AST029326","HIGH","0.5712"
"AST010810","HIGH","0.5712"
"AST023949","HIGH","0.5712"
"AST020238","HIGH","0.5712"
"AST033687","HIGH","0.5712"
"AST025257","HIGH","0.5712"
"AST002151","HIGH","0.5712"
"AST032654","HIGH","0.5712"
"AST013949","HIGH","0.5712"
"AST010529","HIGH","0.5712"
"AST036732","HIGH","0.5712"
"AST040309","HIGH","0.5712"
"AST038559","HIGH","0.5712"
"AST040242","HIGH","0.5712"
"AST031096","HIGH","0.5711"
"AST010245","HIGH","0.5711"
"AST000581","HIGH","0.5711"
"AST038460","HIGH","0.5711"
"AST024633","HIGH","0.5711"
"AST026322","HIGH","0.5711"
"AST018673","HIGH","0.5711"
"AST032813","HIGH","0.5711"
"AST019690","HIGH","0.5711"
"AST030771","HIGH","0.5711"
"AST007678","HIGH","0.5711"
"AST023352","HIGH","0.5711"
"AST022578","HIGH","0.5711"
"AST033996","HIGH","0.5711"
"AST040974","HIGH","0.5711"
"AST035681","HIGH","0.5711"
"AST014768","HIGH","0.5711"
"AST038477","HIGH","0.5711"
"AST034395","HIGH","0.5711"
"AST035422","HIGH","0.5711"
"AST035649","HIGH","0.5711"
"AST036109","HIGH","0.5711"
"AST039869","HIGH","0.5711"
"AST010702","HIGH","0.5711"
"AST005725","HIGH","0.571"
"AST013648","HIGH","0.571"
"AST019626","HIGH","0.571"
"AST006064","HIGH","0.571"
"AST016990","HIGH","0.571"
"AST007842","HIGH","0.571"
"AST010812","HIGH","0.571"
"AST040297","HIGH","0.571"
"AST040099","HIGH","0.571"
"AST037428","HIGH","0.571"
"AST012544","HIGH","0.571"
"AST014803","HIGH","0.571"
"AST024171","HIGH","0.571"
"AST025598","HIGH","0.571"
"AST037766","HIGH","0.571"
"AST032348","HIGH","0.571"
"AST006032","HIGH","0.571"
"AST035722","HIGH","0.571"
"AST031853","HIGH","0.571"
"AST038855","HIGH","0.571"
"AST041158","HIGH","0.571"
"AST008069","HIGH","0.571"
"AST038816","HIGH","0.571"
"AST016572","HIGH","0.571"
"AST034740","HIGH","0.571"
"AST023193","HIGH","0.571"
"AST022444","HIGH","0.5709"
"AST005277","HIGH","0.5709"
"AST002943","HIGH","0.5709"
"AST024045","HIGH","0.5709"
"AST037462","HIGH","0.5709"
"AST024496","HIGH","0.5709"
"AST030881","HIGH","0.5709"
"AST010186","HIGH","0.5709"
"AST032818","HIGH","0.5709"
"AST030751","HIGH","0.5709"
"AST010283","HIGH","0.5709"
"AST022764","HIGH","0.5709"
"AST041345","HIGH","0.5709"
"AST035172","HIGH","0.5709"
"AST029725","HIGH","0.5709"
"AST034130","HIGH","0.5709"
"AST014119","HIGH","0.5709"
"AST003944","HIGH","0.5709"
"AST031493","HIGH","0.5709"
"AST030409","HIGH","0.5709"
"AST003930","HIGH","0.5709"
"AST022369","HIGH","0.5709"
"AST013593","HIGH","0.5709"
"AST035120","HIGH","0.5709"
"AST035578","HIGH","0.5709"
"AST027768","HIGH","0.5708"
"AST002422","HIGH","0.5708"
"AST003069","HIGH","0.5708"
"AST025783","HIGH","0.5708"
"AST005041","HIGH","0.5708"
"AST003149","HIGH","0.5708"
"AST026862","HIGH","0.5708"
"AST009436","HIGH","0.5708"
"AST004335","HIGH","0.5708"
"AST000168","HIGH","0.5708"
"AST025917","HIGH","0.5708"
"AST040943","HIGH","0.5708"
"AST033307","HIGH","0.5708"
"AST017431","HIGH","0.5708"
"AST025786","HIGH","0.5708"
"AST003795","HIGH","0.5708"
"AST021230","HIGH","0.5708"
"AST038603","HIGH","0.5708"
"AST023092","HIGH","0.5708"
"AST016067","HIGH","0.5708"
"AST018830","HIGH","0.5708"
"AST040237","HIGH","0.5708"
"AST014415","HIGH","0.5708"
"AST014075","HIGH","0.5708"
"AST009425","HIGH","0.5708"
"AST022596","HIGH","0.5708"
"AST003968","HIGH","0.5708"
"AST041206","HIGH","0.5708"
"AST038442","HIGH","0.5708"
"AST033358","HIGH","0.5708"
"AST033587","HIGH","0.5708"
"AST035304","HIGH","0.5708"
"AST005733","HIGH","0.5707"
"AST016843","HIGH","0.5707"
"AST028094","HIGH","0.5707"
"AST021280","HIGH","0.5707"
"AST032178","HIGH","0.5707"
"AST025086","HIGH","0.5707"
"AST012920","HIGH","0.5707"
"AST037956","HIGH","0.5707"
"AST029565","HIGH","0.5707"
"AST001000","HIGH","0.5707"
"AST040724","HIGH","0.5707"
"AST018526","HIGH","0.5707"
"AST016300","HIGH","0.5707"
"AST037906","HIGH","0.5707"
"AST016889","HIGH","0.5707"
"AST041082","HIGH","0.5707"
"AST029465","HIGH","0.5707"
"AST019114","HIGH","0.5707"
"AST034609","HIGH","0.5707"
"AST006268","HIGH","0.5707"
"AST037481","HIGH","0.5707"
"AST027766","HIGH","0.5707"
"AST037266","HIGH","0.5707"
"AST035011","HIGH","0.5707"
"AST018371","HIGH","0.5707"
"AST011683","HIGH","0.5707"
"AST039510","HIGH","0.5707"
"AST041301","HIGH","0.5707"
"AST040689","HIGH","0.5707"
"AST020292","HIGH","0.5707"
"AST014558","HIGH","0.5706"
"AST022675","HIGH","0.5706"
"AST040802","HIGH","0.5706"
"AST001939","HIGH","0.5706"
"AST034570","HIGH","0.5706"
